V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37
0,0,0.023068561986954516,0.00776248432389352,0.09005742451423376,0.05381151675855915,0.07562164083827709,0.14233679707821384,0.18431803708851083,0,0,0,0,0,0,0,0,0,0.028636763706446376,0.021921420843433397,0.030621510681945442,0.0410678630496635,0.007472631479628221,0.01892663596962551,0,0,0,0,0,0,0.0209332273933035,0.015301921428413919,0,0.006971755424860372,0.015791277309133205,0,0
0,0,0.4052716844968336,0.9649643377418854,0.5135797349841273,0,0.2549477726992546,0,0.20745930100343912,0.32772101845584767,0,0.2418615802690778,0,0,0,0,0,0,0,0.1038192139174529,0,0.2449581067130135,0.1248012117713655,0.18254570026602862,0,0,0,0,0.1939045945139985,0,0,0,0,0,0,0,0
0.023068561986954516,0.4052716844968336,0,0.9332948036657778,0.16481931046307868,0,0,0.37954589418079177,0.15817724287763935,0.26197550740076814,0.306739565752825,0,0,0,0.5005248454043246,0.06951875818853133,0,0,0,0,0,0,0,0,0.09311851336709027,0,0.09074126180194605,0,0,0,0,0,0.10270911856553162,0,0,0,0
0.00776248432389352,0.9649643377418854,0.9332948036657778,0,0.7206082095626712,0,0.7376797361165315,0.11252227655404685,0.4889670835588087,0.07838176690428633,0,0,0.1470741633858547,0,0,0,0,0,0.04113177692752708,0,0,0.05921928378713577,0,0.0281585648127977,0.043762602864350915,0.027788679678827442,0.08092207799495732,0.03250182161364554,0,0,0,0.02941793723662315,0.03110201415316898,0,0,0,0.091288517632101
0.09005742451423376,0.5135797349841273,0.16481931046307868,0.7206082095626712,0,1.0017543509688358,0,0.23238093827135026,0.20951234075087793,0,0,0,0,0.42836587032425244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05381151675855915,0,0,0,1.0017543509688358,0,0,0.24728340196742427,0.23339716627574447,0,0,0,0.24912862164338903,1.7151046936922416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07562164083827709,0.2549477726992546,0,0.7376797361165315,0,0,0,1.2864376300047526,0.78831965187514,0,0,0,0,0,0,0,0,0.10807746878279637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14233679707821384,0,0.37954589418079177,0.11252227655404685,0.23238093827135026,0.24728340196742427,1.2864376300047526,0,0.09956428701249914,0,0,0,0,0,0,0,0,0,0.25386582400016056,0,0,0,0,0,0,0.10591741017038994,0,0,0,0,0,0,0.06598140002175182,0,0,0,0
0.18431803708851083,0.20745930100343912,0.15817724287763935,0.4889670835588087,0.20951234075087793,0.23339716627574447,0.78831965187514,0.09956428701249914,0,0,0,0,0.16947356875340353,0,0.22377632681603105,0,0.018166180186915588,0.016951405723627994,0.022102842107358925,0.03994785329944168,0,0.04601798936370082,0.014575860589498115,0.033988409879785034,0.022643832501413306,0,0.008789556837652679,0.024129085222391652,0,0,0.1701134781201585,0.006077312048501131,0.06044031024089968,0.01528351843236442,0,0.01581388245283154,0.011693743002375362
0,0.32772101845584767,0.26197550740076814,0.07838176690428633,0,0,0,0,0,0,1.1638915366332505,0.2602158810505817,0,0,0,0,0,0,0,0.08359673315057137,0.13249592720624892,0,0,0,0,0,0,0,0,0,0,0,0.09500525570121851,0,0,0,0
0,0,0.306739565752825,0,0,0,0,0,0,1.1638915366332505,0,0,0.13618759579921524,1.9357891212144622,0.2804066190692744,0,0,0,0,0,0.10672061480998976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.2418615802690778,0,0,0,0,0,0,0,0.2602158810505817,0,0,1.5144098921311238,0,0.542395185205544,0.08884833873508938,0.17352913497799288,0,0,0,0.17189678156140087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.1470741633858547,0,0.24912862164338903,0,0,0.16947356875340353,0,0.13618759579921524,1.5144098921311238,0,0,0,0,0,0,0,0.08724325007191795,0.0730475708151366,0,0,0,0,0,0,0,0.11362397487609135,0,0,0,0,0,0,0,0
0,0,0,0,0.42836587032425244,1.7151046936922416,0,0,0,0,1.9357891212144622,0,0,0,1.5611857495094101,0,0.3551198607726901,0,0,0,0,0.5184421118675354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.5005248454043246,0,0,0,0,0,0.22377632681603105,0,0.2804066190692744,0.542395185205544,0,1.5611857495094101,0,0,0,0,0,0.1440714846515057,0,0,0,0,0,0,0.19019735383427147,0,0,0,0,0,0,0,0,0,0
0,0,0.06951875818853133,0,0,0,0,0,0,0,0,0.08884833873508938,0,0,0,0,0.5805171423548536,0.042842843069640396,0,0.09366855398976805,0.052010736556141746,0,0,0,0,0,0,0,0,0.04616977787150808,0,0,0.04416110325089834,0.0391143522842231,0,0,0
0,0,0,0,0,0,0,0,0.018166180186915588,0,0,0.17352913497799288,0,0.3551198607726901,0,0.5805171423548536,0,0.09431998955809928,0,0.048343597444944236,0.45557918967282407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.10807746878279637,0,0.016951405723627994,0,0,0,0,0,0,0.042842843069640396,0.09431998955809928,0,0.41946922842816237,0.26418878073702945,0,0,0,0,0,0,0.05667038521326394,0.08746296237201212,0,0.044813101253615484,0,0.06697850606454725,0.048484183917397186,0,0,0,0
