V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37
0.028636763706446376,0,0,0.04113177692752708,0,0,0,0.25386582400016056,0.022102842107358925,0,0,0,0,0,0,0,0,0.41946922842816237,0,0.03579268722067526,0,0.07246052092754432,0,0,0,0.040746083982043435,0.08206689558538884,0.057946723282092424,0.08359187855548322,0,0,0,0,0,0,0,0
0.021921420843433397,0.1038192139174529,0,0,0,0,0,0,0.03994785329944168,0.08359673315057137,0,0,0.08724325007191795,0,0.1440714846515057,0.09366855398976805,0.048343597444944236,0.26418878073702945,0.03579268722067526,0,0,0,0,0.05020768409570348,0.06498510613724959,0.039218112400857,0,0,0.07612733161500174,0.22663944456772334,0.16062910591525792,0,0.08235648227528733,0,0,0,0
0.030621510681945442,0,0,0,0,0,0,0,0,0.13249592720624892,0.10672061480998976,0.17189678156140087,0.0730475708151366,0,0,0.052010736556141746,0.45557918967282407,0,0,0,0,0,0,0,0,0,0,0,0.05976267938919014,0,0,0,0.10494313319360857,0.02135743113062869,0,0,0
0.0410678630496635,0.2449581067130135,0,0.05921928378713577,0,0,0,0,0.04601798936370082,0,0,0,0,0.5184421118675354,0,0,0,0,0.07246052092754432,0,0,0,0,0,0,0,0,0,0.09235078014441672,0,0,0,0,0,0,0,0
0.007472631479628221,0.1248012117713655,0,0,0,0,0,0,0.014575860589498115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34924001042422664,0.019084123658934,0.23044091764408503,0,0.07472922370320223,0,0.06640861754552128,0,0,0,0,0,0,0
0.01892663596962551,0.18254570026602862,0,0.0281585648127977,0,0,0,0,0.033988409879785034,0,0,0,0,0,0,0,0,0,0,0.05020768409570348,0,0,0.34924001042422664,0,0.0599883770412756,0.18265236525903883,0.08371508417150865,0.04217551818721932,0.18669887842134061,0.05494092668656113,0,0,0.03050996812744315,0.04297276514289983,0,0,0
0,0,0.09311851336709027,0.043762602864350915,0,0,0,0,0.022643832501413306,0,0,0,0,0,0,0,0,0,0,0.06498510613724959,0,0,0.019084123658934,0.0599883770412756,0,0.026734112833716704,0,0,0.2331926904244757,0.2525143227783729,0.035092674372685005,0.06371105442370402,0,0,0,0,0
0,0,0,0.027788679678827442,0,0,0,0.10591741017038994,0,0,0,0,0,0,0,0,0,0,0.040746083982043435,0.039218112400857,0,0,0.23044091764408503,0.18265236525903883,0.026734112833716704,0,0.160236414917788,0.08122895834411575,0,0.114187035360543,0,0.01983566495572342,0,0,0,0,0
0,0,0.09074126180194605,0.08092207799495732,0,0,0,0,0.008789556837652679,0,0,0,0,0,0.19019735383427147,0,0,0.05667038521326394,0.08206689558538884,0,0,0,0,0.08371508417150865,0,0.160236414917788,0,0.18506858659897388,0,0.10442394491098861,0,0,0,0,0,0.04755130272089547,0
0,0,0,0.03250182161364554,0,0,0,0,0.024129085222391652,0,0,0,0,0,0,0,0,0.08746296237201212,0.057946723282092424,0,0,0,0.07472922370320223,0.04217551818721932,0,0.08122895834411575,0.18506858659897388,0,0.05709337668011287,0.06506749892020955,0,0.04009020514352378,0,0,0.09505139820663269,0.06735793352258759,0
0,0.1939045945139985,0,0,0,0,0,0,0,0,0,0,0.11362397487609135,0,0,0,0,0,0.08359187855548322,0.07612733161500174,0.05976267938919014,0.09235078014441672,0,0.18669887842134061,0.2331926904244757,0,0,0.05709337668011287,0,0.20260903959115273,0.06891204162653965,0.07100197253149537,0.046106518604991334,0.17982125214927736,0.08681560359025545,0.08038240237011587,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04616977787150808,0,0.044813101253615484,0,0.22663944456772334,0,0,0.06640861754552128,0.05494092668656113,0.2525143227783729,0.114187035360543,0.10442394491098861,0.06506749892020955,0.20260903959115273,0,0,0.061520640118455455,0,0,0,0,0
0.0209332273933035,0,0,0,0,0,0,0,0.1701134781201585,0,0,0,0,0,0,0,0,0,0,0.16062910591525792,0,0,0,0,0.035092674372685005,0,0,0,0.06891204162653965,0,0,0.11317354468946061,0.04819134183952982,0.048527623180675154,0,0,0.29570026925041404
0.015301921428413919,0,0,0.02941793723662315,0,0,0,0,0.006077312048501131,0,0,0,0,0,0,0,0,0.06697850606454725,0,0,0,0,0,0,0.06371105442370402,0.01983566495572342,0,0.04009020514352378,0.07100197253149537,0.061520640118455455,0.11317354468946061,0,0.2907272982416036,0,0.1982595145432565,0.09080862287939792,0.09978423916255327
0,0,0.10270911856553162,0.03110201415316898,0,0,0,0.06598140002175182,0.06044031024089968,0.09500525570121851,0,0,0,0,0,0.04416110325089834,0,0.048484183917397186,0,0.08235648227528733,0.10494313319360857,0,0,0.03050996812744315,0,0,0,0,0.046106518604991334,0,0.04819134183952982,0.2907272982416036,0,0.26187925935002304,0.07834429679486284,0.037587932444617514,0.08779759674302248
0.006971755424860372,0,0,0,0,0,0,0,0.01528351843236442,0,0,0,0,0,0,0.0391143522842231,0,0,0,0,0.02135743113062869,0,0,0.04297276514289983,0,0,0,0,0.17982125214927736,0,0.048527623180675154,0,0.26187925935002304,0,0.23815266982831515,0.08273989620161543,0.03438210492511873
0.015791277309133205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09505139820663269,0.08681560359025545,0,0,0.1982595145432565,0.07834429679486284,0.23815266982831515,0,0.4296744076887632,0.05859763700631375
0,0,0,0,0,0,0,0,0.01581388245283154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04755130272089547,0.06735793352258759,0.08038240237011587,0,0,0.09080862287939792,0.037587932444617514,0.08273989620161543,0.4296744076887632,0,0.32015798929551187
0,0,0,0.091288517632101,0,0,0,0,0.011693743002375362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29570026925041404,0.09978423916255327,0.08779759674302248,0.03438210492511873,0.05859763700631375,0.32015798929551187,0
